rooms,area,bathrooms,toilets,facades_number,number_floors,build_year,has_terrace,has_garden,has_garage,elevator,is_furnished,leased,running_water,primary_energy_consumption,postal_code,cadastral_income,has_swimming_pool,property_type_house,property_type_other,locality_antwerp,locality_braine-l-alleud,locality_brussels,locality_gent,locality_laken,locality_liege,locality_lier,locality_mons,locality_mouscron,locality_namur,locality_nivelles,locality_oostende,locality_other,locality_pont-a-celles,locality_roeselare,locality_seraing,locality_tournai,locality_tubize,locality_turnhout,locality_wavre,property_subtype_duplex,property_subtype_other,property_subtype_residence,property_subtype_studio,property_subtype_villa,has_equipped_kitchen_Not equipped,has_equipped_kitchen_Partially equipped,has_equipped_kitchen_Super equipped,y_true,y_pred_oof,loss
3.0,177.0,1.0,2.0,3.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,334.0,9551,989.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,525000.0,412803.886942509,112196.11305749096
1.0,56.0,1.0,1.0,2.0,3.0,2005.0,1,0,0,1,1,0.0,1.0,187.0,8400,828.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,139000.0,224643.03628969807,85643.03628969812
4.0,252.0,4.0,1.0,3.0,3.0,2010.0,1,0,1,1,0,0.0,1.0,232.0,7500,803.0,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,1250000.0,1148189.3387302794,101810.66126972064
3.0,114.0,1.0,1.0,3.0,3.0,2001.0,0,1,1,0,0,0.0,1.0,0.0,2970,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,434000.0,369251.67687027727,64748.32312972273
3.0,184.0,1.0,2.0,4.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,232.0,6210,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,474503.0,413150.5801284659,61352.4198715341
5.0,275.0,2.0,1.0,2.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,248.0,5680,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,229000.0,381462.3982802962,152462.39828029618
3.0,243.0,2.0,3.0,4.0,3.0,1995.0,1,1,1,0,0,0.0,1.0,258.0,2990,1546.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,565000.0,669278.0607423165,104278.06074231652
3.0,183.0,1.0,2.0,3.0,1.0,2010.0,0,1,0,0,0,0.0,1.0,238.0,4460,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,210000.0,289258.64995334734,79258.64995334734
3.0,169.0,1.0,2.0,4.0,2.0,2024.0,1,1,1,1,0,0.0,1.0,232.0,1982,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,472720.0,642579.4012846075,169859.40128460748
2.0,203.0,1.0,2.0,2.0,2.0,2010.0,0,1,0,0,0,0.0,1.0,266.0,7110,718.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,150000.0,208576.2913291051,58576.29132910509
3.0,260.0,2.0,2.0,3.0,2.0,1963.0,0,0,0,0,0,0.0,1.0,232.0,1470,1167.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,245000.0,369573.9530862213,124573.95308622124
2.0,115.0,1.0,1.0,2.0,3.0,1900.0,1,1,0,0,0,0.0,1.0,555.0,7170,210.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,159000.0,101266.8633673857,57733.1366326143
2.0,113.0,1.0,1.0,3.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,414.0,7700,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,660000.0,170453.9704764012,489546.0295235988
8.0,436.0,4.0,4.0,2.0,3.0,2010.0,0,0,0,0,0,0.0,1.0,232.0,5570,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,55000.0,489224.86843918136,434224.86843918136
3.0,209.0,1.0,2.0,3.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,69.0,8480,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,519000.0,438394.20256436325,80605.79743563675
2.0,90.0,1.0,2.0,3.0,3.0,1994.0,1,1,1,0,0,0.0,1.0,226.0,9990,483.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,299900.0,241641.30745826635,58258.692541733646
2.0,91.0,2.0,1.0,2.0,6.0,2002.0,1,0,0,1,0,0.0,1.0,94.0,8300,1139.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,585000.0,790849.5694756086,205849.56947560865
12.0,396.0,3.0,2.0,2.0,2.0,1930.0,1,1,0,0,0,0.0,1.0,399.0,1430,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,525000.0,673111.6959192842,148111.69591928425
3.0,135.0,1.0,2.0,3.0,2.0,1930.0,1,1,1,0,0,0.0,1.0,454.0,5000,968.0,0,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,250000.0,341060.99743072566,91060.99743072566
3.0,385.0,2.0,3.0,4.0,3.0,1935.0,1,1,1,0,0,0.0,1.0,383.0,9310,1336.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,849000.0,778753.6216579686,70246.37834203138
5.0,617.0,3.0,1.0,4.0,3.0,2010.0,1,1,1,0,0,0.0,1.0,392.0,4140,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,1750000.0,1187972.4367479505,562027.5632520497
3.0,540.0,3.0,5.0,4.0,10.0,2017.0,1,1,1,1,0,0.0,1.0,95.0,1000,803.0,1,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1750000.0,1948373.8944604967,198373.89446049675
4.0,220.0,2.0,3.0,2.0,2.0,1977.0,1,1,1,0,0,1.0,1.0,134.0,1348,2600.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,755000.0,644058.7098309342,110941.29016906582
3.0,420.0,1.0,1.0,4.0,3.0,2024.0,0,1,1,0,0,0.0,1.0,232.0,2040,803.0,0,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,393050.0,882468.4230339294,489418.42303392943
2.0,129.0,2.0,2.0,3.0,3.0,2024.0,1,0,1,1,0,0.0,1.0,232.0,1420,803.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,637000.0,559990.1247226807,77009.87527731934
2.0,105.0,1.0,2.0,3.0,3.0,2010.0,1,0,1,0,0,1.0,1.0,124.0,1300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,True,299000.0,367938.3766745291,68938.3766745291
2.0,87.0,1.0,1.0,3.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,232.0,4100,366.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,129000.0,193130.88889037984,64130.88889037984
4.0,223.0,1.0,1.0,2.0,3.0,1930.0,1,1,0,0,0,0.0,1.0,325.0,8800,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,309000.0,248916.38372301005,60083.61627698995
3.0,100.0,1.0,1.0,3.0,3.0,2010.0,1,1,0,1,0,0.0,1.0,245.0,1400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,210000.0,280422.18640621816,70422.18640621816
2.0,130.0,2.0,1.0,3.0,3.0,2008.0,1,1,1,0,0,0.0,1.0,147.0,3582,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,298000.0,396870.5880378762,98870.58803787624
2.0,77.0,2.0,1.0,2.0,1.0,2014.0,0,0,1,1,0,0.0,1.0,79.0,9000,803.0,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,335000.0,464676.9230091954,129676.92300919542
4.0,190.0,2.0,2.0,4.0,3.0,2010.0,0,1,0,0,0,0.0,1.0,232.0,6181,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,422345.0,357266.53070760245,65078.46929239755
2.0,125.0,2.0,1.0,3.0,3.0,1961.0,1,0,0,1,0,0.0,1.0,0.0,2600,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,519000.0,416106.8205759693,102893.17942403076
4.0,324.0,3.0,3.0,2.0,2.0,2024.0,1,1,0,0,0,0.0,1.0,232.0,1120,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,785000.0,684922.3904834843,100077.60951651576
2.0,110.0,2.0,2.0,2.0,3.0,2024.0,1,0,1,1,0,0.0,1.0,50.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,625000.0,488323.7733413617,136676.22665863828
2.0,111.0,1.0,2.0,3.0,3.0,2024.0,1,1,1,1,0,0.0,1.0,44.0,1420,803.0,0,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,573500.0,486490.02404244425,87009.97595755575
4.0,250.0,2.0,2.0,3.0,3.0,1900.0,1,1,0,0,0,0.0,1.0,280.0,1430,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,275000.0,367594.7215608778,92594.7215608778
3.0,200.0,1.0,2.0,3.0,3.0,2024.0,1,1,0,0,0,0.0,1.0,232.0,3590,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,475000.0,410485.5610161473,64514.43898385269
2.0,125.0,1.0,1.0,3.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,232.0,9300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,491200.0,386991.3494842724,104208.65051572758
5.0,250.0,5.0,5.0,2.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,212.0,4800,1618.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,199000.0,257681.96941355825,58681.969413558254
2.0,106.0,1.0,2.0,4.0,2.0,1978.0,1,1,1,0,0,0.0,1.0,501.0,9320,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,495000.0,271411.9046903641,223588.09530963592
3.0,181.0,1.0,2.0,3.0,1.0,2024.0,1,1,1,0,0,0.0,1.0,232.0,9340,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,524000.0,466977.43707540433,57022.56292459567
4.0,427.0,2.0,4.0,2.0,5.0,2010.0,1,0,0,1,0,0.0,1.0,283.0,6900,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,210000.0,394645.3780535866,184645.37805358664
4.0,293.0,2.0,1.0,2.0,3.0,1933.0,1,1,0,0,0,0.0,1.0,232.0,1120,1834.0,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,515000.0,766255.1273975013,251255.1273975013
3.0,400.0,1.0,1.0,4.0,3.0,2024.0,0,1,1,0,0,0.0,1.0,232.0,1300,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,386050.0,634299.6555881336,248249.6555881336
3.0,170.0,1.0,2.0,2.0,2.0,2010.0,1,1,0,0,0,0.0,1.0,110.0,8500,495.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,269000.0,342578.3865041584,73578.38650415838
4.0,243.0,1.0,1.0,3.0,3.0,2003.0,0,0,1,0,0,0.0,1.0,218.0,9140,1502.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,645000.0,522746.5516998789,122253.44830012112
5.0,470.0,4.0,4.0,2.0,2.0,1886.0,1,1,1,0,0,0.0,1.0,276.0,1600,1408.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,749000.0,1012229.6083785024,263229.60837850254
2.0,102.0,1.0,1.0,4.0,2.0,2024.0,1,1,1,1,0,0.0,1.0,232.0,2550,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,250000.0,309524.05746493355,59524.05746493355
3.0,222.0,2.0,1.0,4.0,1.0,2013.0,1,1,1,0,0,0.0,1.0,86.0,7711,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,599000.0,517319.2519721946,81680.74802780541
6.0,279.0,2.0,1.0,3.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,232.0,4730,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,930000.0,436077.7695740309,493922.2304259691
3.0,127.0,1.0,3.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,232.0,2800,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,699000.0,428476.852917662,270523.147082338
2.0,98.0,1.0,2.0,3.0,4.0,2024.0,1,1,0,1,0,0.0,1.0,232.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,367000.0,443945.23738247866,76945.23738247866
4.0,309.0,2.0,2.0,3.0,2.0,2024.0,1,1,0,0,0,0.0,1.0,79.0,1350,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,435800.0,523665.295994885,87865.29599488503
4.0,235.0,2.0,2.0,4.0,2.0,2014.0,1,1,1,0,0,0.0,1.0,53.0,1780,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,True,995000.0,738750.627396473,256249.37260352704
2.0,200.0,1.0,1.0,4.0,2.0,1937.0,1,1,1,0,0,0.0,1.0,496.0,9700,471.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,565000.0,355749.59319529706,209250.4068047029
3.0,158.0,1.0,1.0,3.0,3.0,2010.0,0,1,1,0,0,0.0,1.0,399.0,1350,949.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,199000.0,303379.47763020673,104379.47763020672
3.0,318.0,2.0,1.0,3.0,3.0,2024.0,1,0,1,1,0,0.0,1.0,232.0,9300,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,1300000.0,653812.8115125222,646187.1884874778
4.0,160.0,2.0,1.0,3.0,1.0,1977.0,1,1,1,0,0,0.0,1.0,198.0,1300,1822.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,True,599000.0,509203.1678116308,89796.83218836924
2.0,97.0,2.0,2.0,3.0,7.0,2010.0,1,0,1,1,0,0.0,1.0,232.0,4000,803.0,0,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,525300.0,345863.00773312576,179436.99226687424
2.0,107.0,1.0,1.0,4.0,3.0,2022.0,1,0,1,1,0,0.0,1.0,34.0,3580,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,449000.0,329566.0694606294,119433.93053937056
4.0,275.0,1.0,1.0,4.0,3.0,1966.0,0,1,1,0,0,0.0,1.0,232.0,3500,1936.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,995000.0,637775.7138597256,357224.2861402744
3.0,102.0,1.0,1.0,3.0,2.0,2010.0,1,1,0,0,0,0.0,1.0,493.0,6043,327.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,209000.0,124969.17688439268,84030.82311560733
3.0,207.0,3.0,3.0,2.0,6.0,2024.0,1,1,1,1,0,0.0,1.0,95.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,1750000.0,1430816.8152282888,319183.18477171124
4.0,215.0,1.0,2.0,2.0,2.0,1952.0,1,1,1,0,0,0.0,1.0,373.0,3580,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,239000.0,326338.48393451,87338.48393450998
2.0,120.0,1.0,2.0,2.0,3.0,2010.0,0,0,0,0,0,0.0,1.0,232.0,8000,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,319000.0,375888.6909469271,56888.69094692712
2.0,110.0,2.0,2.0,2.0,3.0,1979.0,0,1,1,1,0,0.0,1.0,148.0,4800,995.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,149000.0,238114.4447494543,89114.4447494543
2.0,78.0,1.0,1.0,1.0,3.0,2010.0,1,0,1,0,0,0.0,1.0,127.0,4000,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,27500.0,223714.9162762136,196214.9162762136
3.0,120.0,1.0,1.0,3.0,3.0,2010.0,1,0,0,0,0,0.0,1.0,1158.9199999999985,5500,313.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,239000.0,143633.96640659732,95366.03359340268
2.0,132.0,1.0,3.0,2.0,3.0,2010.0,0,0,0,0,0,0.0,1.0,303.0,6460,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,100000.0,199206.82373543244,99206.82373543244
1.0,29.0,1.0,1.0,2.0,3.0,2010.0,0,1,0,0,1,0.0,1.0,232.0,3000,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,285000.0,210612.1319808366,74387.8680191634
2.0,160.0,1.0,2.0,4.0,2.0,1988.0,1,1,1,0,0,0.0,1.0,423.0,9500,721.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,325000.0,401701.45108455705,76701.45108455705
2.0,100.0,1.0,1.0,2.0,3.0,1899.0,1,1,0,0,0,0.0,1.0,732.0,2500,560.0,0,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,160000.0,218594.7005146819,58594.7005146819
2.0,60.0,1.0,1.0,3.0,3.0,2010.0,0,0,0,0,1,0.0,1.0,183.0,8400,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,339000.0,235932.35981443463,103067.64018556534
3.0,105.0,2.0,1.0,2.0,5.0,1920.0,0,0,0,1,0,0.0,1.0,131.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,299000.0,454171.7206753787,155171.7206753787
1.0,40.0,1.0,1.0,2.0,6.0,1977.0,1,0,0,1,0,0.0,1.0,529.0,1060,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,245000.0,183770.1675652269,61229.832434773096
3.0,187.0,1.0,1.0,2.0,3.0,2010.0,1,1,0,0,0,0.0,1.0,458.0,7700,970.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,139000.0,202011.15161408595,63011.151614085946
2.0,148.0,1.0,1.0,2.0,1.0,1930.0,1,1,1,0,0,0.0,1.0,379.0,4800,738.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,115000.0,213894.27522588812,98894.27522588817
3.0,110.0,2.0,2.0,2.0,3.0,2024.0,1,0,0,1,0,0.0,1.0,85.0,4031,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,519500.0,364554.09314717713,154945.90685282287
1.0,73.0,1.0,1.0,3.0,2.0,2024.0,1,0,0,1,0,0.0,1.0,232.0,3582,803.0,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,400000.0,270917.0566786384,129082.9433213616
1.0,44.0,1.0,1.0,3.0,9.0,2010.0,0,0,1,0,0,0.0,1.0,82.0,1000,803.0,0,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,285000.0,220503.96631090948,64496.03368909052
4.0,220.0,3.0,3.0,3.0,3.0,2010.0,0,0,1,0,0,0.0,1.0,299.0,7700,1047.0,0,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,319000.0,386183.0376412832,67183.03764128318
3.0,165.0,1.0,2.0,3.0,3.0,2023.0,0,1,0,0,0,0.0,1.0,232.0,9620,803.0,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,315000.0,390307.0275603449,75307.0275603449
